id,title,description,price,category,image,specs,skv,mrp,sale_price,features,stock
230,GREEN LED,,50,LED,GREEN LED.jpg,"{ ""Product Type"": ""Green LED"", ""LED Type"": ""5 mm Through-Hole LED"", ""Emitting Color"": ""Green"", ""Forward Voltage"": ""2.0V - 3.2V (Model Dependent)"", ""Forward Current"": ""20 mA (Typical)"", ""Viewing Angle"": ""20° - 30° (Typical)"", ""Wavelength"": ""520 nm - 570 nm"", ""Weight"": ""Approximately 1 g"" }",C54,,,"[ ""High-brightness green LED for indication and lighting applications"", ""Low power consumption with long operational life"", ""Standard 5 mm through-hole package for easy PCB and breadboard mounting"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, PIC, AVR, and other microcontroller platforms"", ""Ideal for power indicators, status displays, signal lamps, educational projects, robotics, and DIY electronics"" ]",1000
231,blue-led-,,50,LED,blue-led-.jpg,"{ ""Product Type"": ""Blue LED"", ""LED Type"": ""5 mm Through-Hole LED"", ""Emitting Color"": ""Blue"", ""Forward Voltage"": ""3.0V - 3.3V"", ""Forward Current"": ""20 mA (Typical)"", ""Viewing Angle"": ""20° - 30° (Typical)"", ""Wavelength"": ""465 nm - 475 nm"", ""Weight"": ""Approximately 1 g"" }",C55,,,"[ ""High-brightness blue LED for indication and decorative lighting applications"", ""Low power consumption with long operational life"", ""Standard 5 mm through-hole package for easy PCB and breadboard mounting"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, PIC, AVR, and other microcontroller platforms"", ""Ideal for status indicators, display panels, educational projects, robotics, DIY electronics, and embedded system applications"" ]",50
232,WhiteLED,,50,LED,WhiteLED.jpg,"{ ""Product Type"": ""White LED"", ""LED Type"": ""5 mm Through-Hole LED"", ""Emitting Color"": ""White"", ""Forward Voltage"": ""3.0V - 3.3V"", ""Forward Current"": ""20 mA (Typical)"", ""Viewing Angle"": ""20° - 30° (Typical)"", ""Color Temperature"": ""6000K - 6500K (Typical Cool White)"", ""Weight"": ""Approximately 1 g"" }",C56,,,"[ ""High-brightness white LED suitable for indication and illumination applications"", ""Low power consumption with long operational life"", ""Standard 5 mm through-hole package for easy PCB and breadboard mounting"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, PIC, AVR, and other microcontroller platforms"", ""Ideal for indicator lights, lighting projects, educational kits, robotics, embedded systems, and DIY electronics"" ]",300
234,6 PIN IC SOCKET,,50,Socket,6 PIN IC SOCKET.jpg,"{ ""Product Type"": ""IC Socket"", ""Number of Pins"": ""6"", ""Socket Type"": ""DIP Through-Hole Socket"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Contact Material"": ""Phosphor Bronze with Tin-Plated Contacts"", ""Mounting Type"": ""PCB Through-Hole"", ""Compatible IC Package"": ""6-Pin DIP (Dual In-line Package)"", ""Weight"": ""Approximately 1 g"" }",O11,,,"[ ""Designed for mounting standard 6-pin DIP integrated circuits without soldering the IC directly"", ""Protects ICs from heat damage during PCB soldering and allows easy replacement"", ""Standard 2.54 mm pin spacing ensures compatibility with breadboards and PCBs"", ""Suitable for use with timers, optocouplers, sensors, and other 6-pin DIP integrated circuits"", ""Ideal for prototyping, circuit development, testing, embedded systems, educational kits, and DIY electronics projects"" ]",90
235,8 pin IC socket,,50,Socket,8 pin IC socket.jpg,"{ ""Product Type"": ""IC Socket"", ""Number of Pins"": ""8"", ""Socket Type"": ""DIP Through-Hole Socket"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Contact Material"": ""Phosphor Bronze with Tin-Plated Contacts"", ""Mounting Type"": ""PCB Through-Hole"", ""Compatible IC Package"": ""8-Pin DIP (Dual In-line Package)"", ""Weight"": ""Approximately 1 g"" }",O12,,,"[ ""Designed for mounting standard 8-pin DIP integrated circuits without soldering the IC directly"", ""Protects ICs from heat damage during PCB soldering and allows easy replacement"", ""Standard 2.54 mm pin spacing ensures compatibility with breadboards and PCBs"", ""Suitable for use with operational amplifiers, timers, EEPROMs, microcontrollers, and other 8-pin DIP ICs"", ""Ideal for prototyping, circuit development, testing, embedded systems, educational kits, and DIY electronics projects"" ]",500
236,14 PIN IC SOCKET,,50,Socket,14 PIN IC SOCKET.jpg,"{ ""Product Type"": ""IC Socket"", ""Number of Pins"": ""14"", ""Socket Type"": ""DIP Through-Hole Socket"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Contact Material"": ""Phosphor Bronze with Tin-Plated Contacts"", ""Mounting Type"": ""PCB Through-Hole"", ""Compatible IC Package"": ""14-Pin DIP (Dual In-line Package)"", ""Weight"": ""Approximately 2 g"" }",O13,,,"[ ""Designed for mounting standard 14-pin DIP integrated circuits without soldering the IC directly"", ""Protects ICs from heat damage during PCB soldering and allows easy replacement"", ""Standard 2.54 mm pin spacing ensures compatibility with breadboards and PCBs"", ""Suitable for use with logic ICs, operational amplifiers, driver ICs, counters, and other 14-pin DIP integrated circuits"", ""Ideal for prototyping, circuit development, testing, embedded systems, educational kits, and DIY electronics projects"" ]",250
237,16 PIN IC SOCKET,,50,Socket,16 PIN IC SOCKET.jpg,"{ ""Product Type"": ""IC Socket"", ""Number of Pins"": ""16"", ""Socket Type"": ""DIP Through-Hole Socket"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Contact Material"": ""Phosphor Bronze with Tin-Plated Contacts"", ""Mounting Type"": ""PCB Through-Hole"", ""Compatible IC Package"": ""16-Pin DIP (Dual In-line Package)"", ""Weight"": ""Approximately 2 g"" }",O14,,,"[ ""Designed for mounting standard 16-pin DIP integrated circuits without soldering the IC directly"", ""Protects ICs from heat damage during PCB soldering and allows easy replacement"", ""Standard 2.54 mm pin spacing ensures compatibility with breadboards and PCBs"", ""Suitable for use with driver ICs, shift registers, multiplexers, memory ICs, microcontrollers, and other 16-pin DIP integrated circuits"", ""Ideal for prototyping, circuit development, testing, embedded systems, educational kits, and DIY electronics projects"" ]",113
238,18 PIN IC SOCKET,,50,Socket,18 PIN IC SOCKET.jpg,"{ ""Product Type"": ""IC Socket"", ""Number of Pins"": ""18"", ""Socket Type"": ""DIP Through-Hole Socket"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Contact Material"": ""Phosphor Bronze with Tin-Plated Contacts"", ""Mounting Type"": ""PCB Through-Hole"", ""Compatible IC Package"": ""18-Pin DIP (Dual In-line Package)"", ""Weight"": ""Approximately 2 g"" }",O15,,,"[ ""Designed for mounting standard 18-pin DIP integrated circuits without soldering the IC directly"", ""Protects ICs from heat damage during PCB soldering and allows easy replacement"", ""Standard 2.54 mm pin spacing ensures compatibility with breadboards and PCBs"", ""Suitable for use with microcontrollers, interface ICs, memory ICs, and other 18-pin DIP integrated circuits"", ""Ideal for prototyping, circuit development, testing, embedded systems, educational kits, and DIY electronics projects"" ]",176
239,20-pin-ic-socket,,50,Socket,20-pin-ic-socket.jpg,"{ ""Product Type"": ""IC Socket"", ""Number of Pins"": ""20"", ""Socket Type"": ""DIP Through-Hole Socket"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Contact Material"": ""Phosphor Bronze with Tin-Plated Contacts"", ""Mounting Type"": ""PCB Through-Hole"", ""Compatible IC Package"": ""20-Pin DIP (Dual In-line Package)"", ""Weight"": ""Approximately 3 g"" }",O16,,,"[ ""Designed for mounting standard 20-pin DIP integrated circuits without soldering the IC directly"", ""Protects ICs from heat damage during PCB soldering and allows easy replacement"", ""Standard 2.54 mm pin spacing ensures compatibility with breadboards and PCBs"", ""Suitable for use with microcontrollers, driver ICs, interface ICs, memory ICs, and other 20-pin DIP integrated circuits"", ""Ideal for prototyping, circuit development, testing, embedded systems, educational kits, and DIY electronics projects"" ]",190
240,28-Pin_Socket,,50,Socket,28-Pin_Socket.jpg,"{ ""Product Type"": ""IC Socket"", ""Number of Pins"": ""20"", ""Socket Type"": ""DIP Through-Hole Socket"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Contact Material"": ""Phosphor Bronze with Tin-Plated Contacts"", ""Mounting Type"": ""PCB Through-Hole"", ""Compatible IC Package"": ""20-Pin DIP (Dual In-line Package)"", ""Weight"": ""Approximately 3 g"" }",O17,,,"[ ""Designed for mounting standard 20-pin DIP integrated circuits without soldering the IC directly"", ""Protects ICs from heat damage during PCB soldering and allows easy replacement"", ""Standard 2.54 mm pin spacing ensures compatibility with breadboards and PCBs"", ""Suitable for use with microcontrollers, driver ICs, interface ICs, memory ICs, and other 20-pin DIP integrated circuits"", ""Ideal for prototyping, circuit development, testing, embedded systems, educational kits, and DIY electronics projects"" ]",11
241,29 PIN IC SOCKET,,50,Socket,,"{ ""Product Type"": ""IC Socket"", ""Number of Pins"": ""28"", ""Socket Type"": ""DIP Through-Hole Socket"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Contact Material"": ""Phosphor Bronze with Tin-Plated Contacts"", ""Mounting Type"": ""PCB Through-Hole"", ""Compatible IC Package"": ""28-Pin DIP (Dual In-line Package)"", ""Weight"": ""Approximately 4 g"" }",O18,,,"[ ""Designed for mounting standard 28-pin DIP integrated circuits without soldering the IC directly"", ""Protects ICs from heat damage during PCB soldering and allows easy replacement"", ""Standard 2.54 mm pin spacing ensures compatibility with breadboards and PCBs"", ""Suitable for use with AVR microcontrollers (ATmega328P, ATmega8, ATmega168), EEPROMs, memory ICs, and other 28-pin DIP integrated circuits"", ""Ideal for prototyping, circuit development, testing, embedded systems, educational kits, and DIY electronics projects"" ]",30
242,MALE BURGSTRIP,,50,miscellaneous,MALE BURGSTRIP.jpg,"{ ""Product Type"": ""Male Berg Strip Header"", ""Connector Type"": ""Male Header"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Number of Pins"": ""40 Pins (Breakaway, Typical)"", ""Mounting Type"": ""PCB Through-Hole"", ""Contact Material"": ""Gold/Tin-Plated Copper Alloy"", ""Housing Material"": ""Black Thermoplastic"", ""Weight"": ""Approximately 4 g"" }",O19,,,"""Standard 2.54 mm pitch male Berg strip for PCB and prototyping applications"", ""Breakaway design allows cutting into the required number of pins"", ""High-quality plated pins ensure reliable electrical conductivity and long service life"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, breadboards, sensor modules, and expansion boards"", ""Ideal for PCB assembly, module interfacing, prototyping, embedded systems, robotics, and DIY electronics projects"" ]",
243,2x40-Female-Berg-Strip,,50,miscellaneous,2x40-Female-Berg-Strip.jpg,"{ ""Product Type"": ""Female Berg Strip Header"", ""Connector Type"": ""Female Header"", ""Pitch"": ""2.54 mm (0.1 inch)"", ""Number of Pins"": ""40 Pins (Breakaway, Typical)"", ""Mounting Type"": ""PCB Through-Hole"", ""Contact Material"": ""Gold/Tin-Plated Copper Alloy"", ""Housing Material"": ""Black Thermoplastic"", ""Weight"": ""Approximately 5 g"" }",O20,,,"[ ""Standard 2.54 mm pitch female Berg strip for PCB and prototyping applications"", ""Breakaway design allows cutting into the required number of pins"", ""High-quality plated contacts provide reliable electrical connectivity"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, development boards, sensors, and shield modules"", ""Ideal for PCB assembly, socket connections, prototyping, embedded systems, robotics, and DIY electronics projects"" ]",
244,STM 32,,50,Development Boards,STM 32.jpg,"{ ""Product Type"": ""STM32 Development Board"", ""Model"": ""STM32F103C8T6 (Blue Pill)"", ""Microcontroller"": ""ARM Cortex-M3 32-bit"", ""Operating Voltage"": ""3.3V DC"", ""Input Voltage"": ""5V DC (USB) / 3.3V DC"", ""Clock Speed"": ""72 MHz"", ""Flash Memory"": ""64 KB (Some boards may contain 128 KB)"", ""SRAM"": ""20 KB"", ""GPIO Pins"": ""37"", ""Communication Interfaces"": ""USART, SPI, I2C, CAN, USB, PWM, ADC"", ""Programming Interface"": ""Micro USB / SWD (Model Dependent)"", ""Weight"": ""Approximately 10 g"" }",O21,,,"[ ""Powered by the 32-bit ARM Cortex-M3 STM32F103C8T6 microcontroller running at 72 MHz"", ""Supports multiple communication interfaces including UART, SPI, I2C, USB, CAN, PWM, and ADC"", ""Compact Blue Pill form factor suitable for embedded and IoT applications"", ""Compatible with STM32CubeIDE, Keil MDK, IAR Embedded Workbench, Arduino IDE, and PlatformIO"", ""Ideal for robotics, industrial automation, IoT, motor control, data acquisition, embedded systems, and DIY electronics projects"" ]",
246,SMALL BREAD BOARD,,50,Miscellaneous,SMALL BREAD BOARD.jpg,"{ ""Product Type"": ""Mini Solderless Breadboard"", ""Tie Points"": ""170"", ""Terminal Pitch"": ""2.54 mm (0.1 inch)"", ""Material"": ""ABS Plastic"", ""Contact Material"": ""Nickel-Plated Phosphor Bronze"", ""Mounting"": ""Self-Adhesive Backing"", ""Dimensions"": ""Approximately 47 mm × 35 mm × 9 mm"", ""Weight"": ""Approximately 15 g"" }",O23,,,"[ ""170 tie-point solderless breadboard for quick circuit prototyping"", ""Standard 2.54 mm pitch compatible with DIP ICs and jumper wires"", ""Self-adhesive backing allows secure mounting on flat surfaces"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, sensors, modules, and electronic components"", ""Ideal for circuit testing, educational experiments, embedded systems, robotics, and DIY electronics projects"" ]",
248,MEDIUM BREAD BOARD,,50,Miscellaneous,MEDIUM BREAD BOARD.jpg,"{ ""Product Type"": ""Solderless Breadboard"", ""Tie Points"": ""400"", ""Terminal Pitch"": ""2.54 mm (0.1 inch)"", ""Power Rails"": ""2"", ""Material"": ""ABS Plastic"", ""Contact Material"": ""Nickel-Plated Phosphor Bronze"", ""Mounting"": ""Self-Adhesive Backing"", ""Dimensions"": ""Approximately 84 mm × 55 mm × 9 mm"", ""Weight"": ""Approximately 45 g"" }",O23A,,,"[ ""400 tie-point solderless breadboard for rapid circuit prototyping"", ""Standard 2.54 mm pitch compatible with DIP ICs, jumper wires, and electronic components"", ""Integrated power rails simplify power distribution across the breadboard"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, sensors, modules, and development boards"", ""Ideal for circuit testing, embedded system development, robotics, educational experiments, and DIY electronics projects"" ]",
249,BIG BREAD BOARD,,50,Miscellaneous,BIG BREAD BOARD.jpg,"{ ""Product Type"": ""Solderless Breadboard"", ""Tie Points"": ""830"", ""Terminal Pitch"": ""2.54 mm (0.1 inch)"", ""Power Rails"": ""4"", ""Material"": ""ABS Plastic"", ""Contact Material"": ""Nickel-Plated Phosphor Bronze"", ""Mounting"": ""Self-Adhesive Backing"", ""Dimensions"": ""Approximately 165 mm × 55 mm × 10 mm"", ""Weight"": ""Approximately 95 g"" }",O24,,,"[ ""830 tie-point solderless breadboard for large and complex circuit prototyping"", ""Standard 2.54 mm pitch compatible with DIP ICs, jumper wires, and electronic components"", ""Four integrated power rails provide convenient power distribution across the board"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, sensors, modules, and development boards"", ""Ideal for circuit prototyping, embedded system development, robotics, educational laboratories, and DIY electronics projects"" ]",
250,ROBOT CHESIS TYRE,,50,Miscellaneous,ROBOT CHESIS TYRE.jpg,"{ ""Product Type"": ""Robot Chassis Tyre"", ""Wheel Type"": ""Rubber Tyre with Plastic Hub"", ""Compatible Motor"": ""BO Motor / TT Gear Motor"", ""Outer Diameter"": ""65 mm (Typical)"", ""Wheel Width"": ""26 mm (Typical)"", ""Shaft Type"": ""Double D-Shaft Compatible"", ""Material"": ""Rubber Tyre with ABS Plastic Hub"", ""Weight"": ""Approximately 18 g"" }",O25,,,"[ ""Designed for BO/TT geared motors commonly used in robot chassis"", ""Rubber tyre provides excellent grip and smooth movement on various surfaces"", ""Lightweight ABS plastic hub ensures durability and easy installation"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, line follower robots, obstacle avoidance robots, and smart car kits"", ""Ideal for robotics, educational projects, autonomous vehicles, DIY electronics, and embedded system applications"" ]",
